year,country_code,country_name,athlete_number,male,female,gold,silver,bronze,medal_number,gdp,gdp_percap,gdp_growth,life_expectancy,health_expenditure,age_dependency,female_literacy
1984,COL,Colombia,48,45,3,0,1,0,1,38253120737.9671,1304.17717695327,3.35068373898201,68.529,,6.42695216596455,
1984,CRI,Costa Rica,32,31,1,0,0,0,0,3660476458.8718,1373.93771424982,8.024107907349220,74.07,,6.9040776868304100,92.5771331787109
1984,CUW,Curacao,13,6,7,0,0,0,0,,,,,,9.83444676198825,
1984,CYM,Cayman Islands,14,13,1,0,0,0,0,,,,,,,
1984,CYP,Cyprus,12,12,0,0,0,0,0,2278248953.14058,4258.74358947914,8.75789438428602,75.54,,14.958402552685300,
1984,DEU,Germany,571,374,197,30,75,53,158,725111123634.115,9313.16941243118,2.8229478099795500,73.78292682926830,,21.3621534230325,
1984,DJI,Djibouti,3,3,0,0,0,0,0,,,,55.174,,4.7562380941182,
1984,DNK,Denmark,74,61,13,0,3,10,13,59105236853.7937,11562.9190778487,4.16613792284444,74.5621951219512,,22.6627276510203,
1984,DOM,Dominican Republic,24,17,7,0,0,1,1,11594000000.0,1831.08530261077,1.25289597543447,64.32600000000000,,5.780026014666670,
1984,DZA,Algeria,33,33,0,0,0,2,2,53698278905.9678,2467.34642199031,5.599996529731470,63.13,,6.694035802814810,
1984,ECU,Ecuador,15,14,1,0,0,0,0,16912515183.2783,1912.4314870441300,2.62527326828874,65.814,,7.4356571128265300,
1984,EGY,Egypt,148,137,11,0,1,0,1,33971188991.6147,708.195762381906,9.745762711864440,61.091,,8.27808452562258,
1984,ESP,Spain,257,208,49,2,14,3,19,172102910370.52400,4489.988938548140,1.78468758048753,76.2953658536586,,18.1005582244695,
1984,FIN,Finland,107,90,17,4,2,6,12,52888800949.7428,10833.8662886935,3.23769199585604,74.5190243902439,,18.226751391559400,
1984,FJI,Fiji,26,18,8,0,0,0,0,1177997413.63384,1681.69307982327,8.393024471174070,64.857,,4.7532405114196500,
1984,FRA,France,354,278,76,20,16,31,67,530683779929.445,9419.69764827399,1.51372160344316,75.0,,19.8589866547849,
1984,FSM,Gambia,16,10,6,0,0,0,0,,,,62.955,,6.94513983263,
1984,GAB,Gabon,4,2,2,0,0,0,0,3561451562.23576,4423.53149827758,7.50890230839578,58.444,,11.0283519212692,
1984,GHA,Ghana,27,16,11,0,0,0,0,4412279843.44423,355.6666750051370,8.64756945830382,53.685,,5.28396433834324,
1984,GIN,Guinea,1,1,0,0,0,0,0,,,,44.558,,6.50689242946437,
1984,GMB,UK,509,331,178,9,20,42,71,177338801.93075,244.371321701364,3.53525730454034,49.348,,4.31888830753132,
1984,GNQ,Equatorial Guinea,5,5,0,0,0,0,0,50320914.4065688,151.773822527292,1.0113816706976,46.528,,8.08635680843832,
1984,GRC,Greece,73,67,6,0,1,1,2,48020024183.7969,4852.56566737719,2.0105806254754100,74.8291219512195,,19.5794442137837,
1984,GRD,Grenada,6,5,1,0,0,0,0,145533310.74074100,1477.84062005078,3.5684652402974800,68.34100000000000,,11.8449429503604,98.5999984741211
1984,GTM,Guatemala,53,39,14,0,0,0,0,9470000100.0,1234.7026407121,0.496697748587451,59.154,,6.074977930621950,
1984,GUY,Guyana,12,10,2,0,0,0,0,437631605.263158,564.526418035623,-5.02873786388682,62.74100000000000,,7.15970009026767,
1984,HKG,"Hong Kong SAR, China",87,60,27,0,0,0,0,33511383985.6741,6208.2261593719900,9.97378296568223,76.0292682926829,,10.4572098664548,
1984,HND,Honduras,26,21,5,0,0,0,0,4915311846.488270,1183.02706865894,6.32729576006513,62.859,,6.443443680449180,
1984,HTI,Haiti,3,1,2,0,0,0,0,1816200000.0,293.18672597986,0.300917035442325,52.309,,7.66626268270332,
1984,IDN,Indonesia,23,19,4,0,0,0,0,84853699994.0508,525.333962984625,6.975527808841240,59.863,,6.35704700664859,
1984,IND,India,53,43,10,0,0,0,0,212158234164.06,276.667958643143,3.82073785597366,55.441,,6.44605076940843,
1984,IRL,Ireland,55,35,20,0,1,0,1,20130728188.4924,5698.844161215230,4.354371890899870,73.5314634146342,,18.1769660754574,
1984,IRN,"Virgin Islands, US",52,46,6,0,0,0,0,162276728618.74400,3568.65556413161,-8.785192830453160,53.983,,5.52101487462806,
1984,IRQ,Iraq,25,25,0,0,0,0,0,46802508845.2879,3081.0597754309500,-1.4852420753107200,60.002,,8.17681768336012,
1984,ISL,Iceland,35,31,4,0,0,1,1,2868747038.05488,11977.516849142100,4.1291182574323700,77.5765853658537,,15.8986705609167,
1984,ISR,Israel,65,46,19,0,0,0,0,29262189631.6507,7035.87151518412,0.933213767199945,74.8073170731707,,14.7562228596019,
1984,ITA,Italy,368,292,76,29,6,28,63,437887689001.54300,7739.71528361795,3.2258523152798500,75.38951219512200,,19.5037130215798,
1984,JAM,Jamaica,75,51,24,0,5,2,7,2373566957.49214,1029.13716101093,-1.54234579969575,71.61400000000000,,12.4533023616918,
1984,JOR,Jordan,15,14,1,0,0,0,0,4966710013.0039,1783.7227548018800,4.291687766765590,67.899,,7.0736365876844,
1984,JPN,Japan,365,260,105,10,8,31,49,1318381627003.76,10984.8658284904,4.50199481591629,77.3653658536585,,14.482533289542200,
1984,KEN,Kenya,67,61,6,1,0,2,3,6191437070.44184,323.37343158201200,1.7552169769687,59.093,,5.711947280301980,
1984,KGZ,South Korea,240,171,69,6,28,7,41,,,,64.5049268292683,,9.13835850719747,
1984,KWT,Kuwait,31,31,0,0,0,0,0,21697297872.3404,13132.7651074905,,70.914,,2.33746580874515,
1984,LBN,Lebanon,30,29,1,0,0,0,0,,,,68.689,,9.264182500830160,
1984,LBR,Liberia,10,9,1,0,0,0,0,,,,47.038,,6.18060272273573,19.302789688110400
1984,LIE,Liechtenstein,8,6,2,0,0,0,0,502617355.407073,18590.6700476059,4.2857094201833,,,,
1984,LKA,Sri Lanka,6,6,0,0,0,0,0,6043474842.76729,378.937189638572,5.09914656058612,69.057,,7.86894558154995,
1984,LSO,Lesotho,5,5,0,0,0,0,0,333158476.24212,223.64267236770600,5.534897825851260,58.91,,8.40776599504172,
1984,LUX,Luxembourg,5,4,1,0,0,0,0,4594891790.0027900,12554.417756388800,6.18694108566717,73.2719268292683,,19.299809842429600,
1984,MAR,Morocco,35,34,1,2,0,0,2,14824728528.4604,668.385242237184,6.41838632127607,60.717,,6.0863362202578,
1984,MCO,Monaco,8,8,0,0,0,0,0,1037314956.25083,36384.2496054309,1.48451563381917,,,,
1984,MDG,Madagascar,5,5,0,0,0,0,0,3905938480.82352,399.34460657736,1.76018194245148,49.63400000000000,,6.243699808940000,
1984,MEX,Mexico,155,114,41,2,3,1,6,184261495828.367,2478.21083598733,3.41081413532642,68.38,,7.429652833987240,
1984,MLI,Mali,5,5,0,0,0,0,0,1232932008.13719,160.228101522016,-0.28701115619664100,42.545,,6.86992143414678,
1984,MLT,Malta,7,5,2,0,0,0,0,1101828568.76804,3332.8853568225600,0.942370935479602,74.3309756097561,,14.6181651795928,
1984,MMR,Myanmar,1,1,0,0,0,0,0,,,4.93272802618058,54.556,,6.79142334320616,
1984,MOZ,Mozambique,14,12,2,0,0,0,0,,,-6.499999879846110,43.637,,6.69469493226839,
1984,MRT,Mauritania,2,2,0,0,0,0,0,1074373735.45291,620.760470650619,-3.22686445166269,57.20400000000000,,5.7154311741679700,
1984,MUS,Mauritius,7,6,1,0,0,0,0,1040557089.3386400,1027.99397497052,4.69838572699241,68.2303658536585,,6.32573077217466,
1984,MWI,Malawi,23,23,0,0,0,0,0,1208008985.42522,173.44969865854800,5.36030409396811,45.432,,5.879246407475880,
1984,MYS,Malaysia,27,23,4,0,0,0,0,33943505717.6993,2234.25749795714,7.761790120000550,69.366,,6.385365318763270,
1984,NER,Niger,4,4,0,0,0,0,0,1461243212.42814,217.46926840663900,-16.8198351136997,40.821,,4.17435198417591,
1984,NGA,Nigeria,36,33,3,0,1,4,5,73484359521.0997,902.21587206704,-1.11562321799516,46.106,,5.4653527263089,
1984,NIC,Nicaragua,5,5,0,0,0,0,0,3105517091.4137900,852.467074011411,-1.56609391285983,60.18900000000000,,5.69205033972062,
1984,NLD,Netherlands,185,100,85,20,7,14,41,143912664148.352,9977.160216829300,3.0616791821726100,76.23317073170730,,17.3173963983405,
1984,NOR,Norway,132,105,27,0,1,3,4,62057955032.7758,14989.4857665906,6.0524031653418100,76.2243902439024,,24.2141063119567,
1984,NPL,Nepal,10,10,0,0,0,0,0,2581207387.79709,156.650682285876,9.68113001523064,49.577,,6.19674219468189,
1984,NZL,New Zealand,162,121,41,16,1,6,23,21665975318.8842,6713.760131041540,4.792833751834390,74.37073170731710,,15.7902326936271,
1984,OMN,Oman,22,22,0,0,0,0,0,8821366531.557620,6164.175429264550,16.7115939857574,63.153,,4.77194350517959,
1984,PAK,Pakistan,33,33,0,16,0,0,16,31151825467.4978,349.182058051683,5.065205604758690,58.213,,7.22654033893928,
1984,PAN,Panama,10,9,1,0,0,0,0,6183387100.0,2849.06044025664,2.70947377270372,71.453,,7.74829602362154,
1984,PER,Peru,44,25,19,0,1,0,1,17599660054.286,910.967465839667,3.60828653816966,62.542,,6.73365505883434,
1984,PHL,Philippines,32,24,8,0,0,0,0,31408492876.691,594.553336259064,-7.32368258432173,64.45100000000000,,5.80925356956092,
1984,PNG,Papua New Guinea,12,7,5,0,0,0,0,2552526263.0759,641.990571091807,-0.354726456136618,54.581,,5.0628639602988,
1984,PRI,Puerto Rico,58,48,10,0,1,1,2,19162600000.0,5730.117008902010,5.92868652841074,74.17763414634150,,14.1340546798773,
1984,PRT,Portugal,48,37,11,1,0,2,3,25217969049.5755,2522.7474762065800,-1.8799790893465300,72.51463414634150,,18.8531021059507,
1984,PRY,Paraguay,18,18,0,0,0,0,0,4502462807.0602,1260.74485703139,2.81659944670041,67.60300000000000,,7.2076132382759,
1984,QAT,Qatar,26,26,0,0,0,0,0,6704395824.17582,19645.3146586178,,74.237,,1.94114255676326,
1984,ROU,Romania,193,96,97,40,31,35,106,,,,69.6587804878049,,14.6883348458873,
1984,RWA,Rwanda,6,4,2,0,0,0,0,1587412957.22263,268.923458954038,-4.24077328071827,51.88800000000000,,4.46670908290043,
1984,SAU,Saudi Arabia,42,42,0,0,0,0,0,119624918956.209,9632.5402977614,-4.6614519255281100,65.795,,4.91949443986412,
1984,SDN,Sudan,9,9,0,0,0,0,0,9701357142.857140,445.948353389413,-5.00890676887535,54.645,,5.79073244075457,
1984,SEN,Senegal,29,28,1,0,0,0,0,3425127373.3671300,545.626259014387,3.74576435989955,52.94600000000000,,5.550131270527430,
1984,SGP,Singapore,14,14,0,0,0,0,0,19749361097.965,7228.3175841064700,8.79238656243029,73.290243902439,,7.3766018636164500,
1984,SLB,Solomon Islands,3,3,0,0,0,0,0,175865588.443118,669.487216509071,0.176189277623976,63.547,,5.973075616759810,
1984,SLE,Sierra Leone,10,9,1,0,0,0,0,1087471861.98928,293.315961923038,4.09303426698,40.506,,7.1875272428618,
1984,SLV,El Salvador,15,13,2,0,0,0,0,3661683400.0,751.725947360263,1.33695574428303,58.283,,7.06304986294343,
1984,SMR,San Marino,31,28,3,0,0,0,0,,,,,,,
1984,SOM,Somalia,9,9,0,0,0,0,0,788307213.4382350,119.174781292654,3.5549461490183900,45.96100000000000,,5.9200987276345100,
1984,SRB,Serbia,154,119,35,47,5,35,87,,,,,,,
1984,SUR,Suriname,7,7,0,0,0,0,0,864000000.0,2368.92756674947,-1.89999999999998,66.631,,7.59723114911011,
1984,SWE,Sweden,254,185,69,3,18,13,34,109201362581.3,13099.0208341765,4.22953524491705,76.8158536585366,,26.502971824287,
1984,SWZ,Swaziland,11,11,0,0,0,0,0,494475699.857656,732.297304891536,6.1617550869083,58.978,,5.452394619914940,
1984,SYC,Seychelles,15,12,3,0,0,0,0,151313241.982492,2338.07565218555,4.5111323409724000,69.5536585365854,,11.578466417609600,
1984,SYR,Syria,9,9,0,0,1,0,1,17503082982.2832,1700.47601855225,-4.07174187032406,68.005,,6.0135667356438200,
1984,TCD,Chad,3,3,0,0,0,0,0,919103735.322921,185.394449308091,2.0488989108163100,45.903,,6.788016442231360,
1984,TGO,Togo,6,6,0,0,0,0,0,718148959.610872,228.64825579187,5.555555041850770,54.276,,5.855245323936030,
1984,THA,Thailand,40,29,11,0,1,0,1,41797592963.4424,818.038965546254,5.7524302514899300,67.128,,6.514092175524370,
1984,TON,Tonga,7,7,0,0,0,0,0,64248354.5414656,685.038112993832,1.73839196071654,67.831,,6.65356000154196,
1984,TTO,Trinidad,23,15,8,0,0,0,0,7757083333.33333,6715.65919874686,-5.7509061694257500,67.179,,9.14395125295936,
1984,TUN,Tunisia,28,24,4,0,0,0,0,8254891864.057670,1156.91373473711,5.74884326499934,65.211,,7.709175740282850,35.767570495605500
1984,TUR,Turkey,62,59,3,0,0,3,3,59989909457.8379,1246.82454587092,6.712015712060080,61.111,,7.8356002247013,
1984,TZA,Tanzania,21,18,3,0,0,0,0,,,,50.683,,5.12322761338182,
1984,UGA,Uganda,30,28,2,0,0,0,0,3615647477.05434,256.740720701869,-0.344676680608728,49.304,,5.2059572016106900,
1984,URY,Uruguay,23,21,2,0,0,0,0,4850241442.17643,1620.93672852313,-1.14261745046382,71.343,,17.4807944035536,
1984,USA,USA,693,437,256,186,116,50,352,4037613000000.0,17121.2254849995,7.2366200040106200,74.5634146341464,,18.1368071846558,
1984,VEN,Venezuela,44,43,1,0,0,3,3,60010285714.2857,3555.80623266794,1.44216463345981,69.497,,6.038273094999730,
1984,VIR,"Virgin Islands, British",13,13,0,0,0,0,0,,,,72.6622195121951,,8.58402023994124,
1984,WSM,Samoa,9,9,0,0,0,0,0,109200934.328518,685.728764747554,1.28755808840648,64.92,,5.57074303950441,
1984,YEM,Yemen,3,3,0,0,0,0,0,,,,53.17,,6.07275216361044,
1984,ZMB,Zambia,18,18,0,0,0,1,1,2739444444.44444,408.7783471328150,-0.336834899256019,52.87,,5.12967564577278,
1984,ZWE,Zimbabwe,20,17,3,0,0,0,0,6352125900.0,741.87586695972,-1.90736010746737,61.28,,5.65643552664069,
1988,ABW,Aruba,12,5,7,0,0,0,0,596423607.114715,9764.789978793290,18.6486486486487,73.378,,11.1409753498959,
1988,AFG,Afghanistan,5,5,0,0,0,0,0,,,,48.93,,4.615228561950490,
1988,AGO,Angola,33,22,11,0,0,0,0,8769250549.73596,792.3031202186440,6.12889047620016,45.317,,5.0075117936248100,
1988,AND,Andorra,4,4,0,0,0,0,0,721425939.15155,14304.356964578500,5.09432620323258,,,,
1988,ARE,United Arab Emirates,36,36,0,0,0,0,0,36275674203.2144,22295.1461115987,-2.61890770383279,71.361,,1.77511423911606,
1988,ARG,Argentina,134,102,32,0,1,12,13,126206817196.091,3985.19121035849,-1.08993334173134,71.186,,14.5553079933082,
1988,ASM,American Samoa,6,6,0,0,0,0,0,,,,,,,
1988,ATG,Antigua,25,21,4,0,0,0,0,398637727.777778,6453.47700017448,5.21327290002557,71.00400000000000,,12.2241494329553,
1988,AUS,Australia,339,234,105,18,6,11,35,235658469150.175,14254.513564448400,5.74338158549649,76.4326829268293,,16.099892123508900,
1988,AUT,Austria,96,87,9,1,0,0,1,133339397080.129,17578.6189397397,3.29587989843014,75.21707317073170,,21.3796665798677,
1988,BEL,Belgium,85,50,35,0,0,2,2,162299103675.261,16391.093827791000,4.7232088803285700,75.5658536585366,,21.4674940767277,
1988,BEN,Benin,10,8,2,0,0,0,0,1620246187.15171,346.736037681422,3.40524529485123,52.372,,7.70609311382245,
1988,BFA,Burkina Faso,9,7,2,0,0,0,0,2616040645.87263,313.061891095721,5.79559296480218,49.545,,6.7327137878263400,
1988,BGD,Bangladesh,11,11,0,0,0,0,0,26579005760.3486,270.69960091549,2.41625685566223,56.958,,5.755231338850730,
1988,BGR,Bulgaria,281,159,122,10,14,17,41,22555941176.4706,2511.3930625948900,10.944692064153400,71.6043902439024,,18.5359463323318,
1988,BHR,Bahrain,16,16,0,0,0,0,0,3702393617.02128,7958.747924585390,6.9999916494533100,71.962,,3.61570385790731,
1988,BHS,Bahamas,18,13,5,0,0,0,0,2817900000.0,11387.709081798,2.30970766083306,69.49600000000000,,6.74001503252728,
1988,BLZ,Belize,13,13,0,0,0,0,0,320093360.27245,1787.95138342857,9.78771144241605,71.437,,7.93132436627005,
1988,BMU,Bermuda,14,13,1,0,0,0,0,1415100032.0,24253.175518878400,4.056224899599470,,,,
1988,BOL,Boliva,12,8,4,0,0,0,0,4597615562.66594,698.692639903084,2.90950475804918,54.881,,8.18184786972666,
1988,BRA,Brazil,233,181,52,1,17,5,23,330397381998.489,2300.3768435526500,-0.10267271838372900,65.553,,6.89107495012756,
1988,BRB,Barbados,26,24,2,0,0,0,0,1812757917.76463,6999.68691337312,3.5053822798785600,74.372,,16.0216306653521,
1988,BTN,Bhutan,6,6,0,0,0,0,0,283855833.333333,557.082531956928,4.9872896986684600,51.372,,5.150511263985760,
1988,BWA,Botswana,11,11,0,0,0,0,0,2644536804.1124400,2203.65763254255,19.4499695089935,60.651,,6.2541063982224,
1988,CAF,Central African Republic,15,15,0,0,0,0,0,1264899368.20165,469.52934131175600,1.71016528472386,49.624,,7.65449472861145,20.336879730224600
1988,CAN,Canada,503,322,181,4,5,14,23,507354351182.254,18936.9641024997,4.4101109794303,76.91951219512200,,15.885927036514000,
1988,CHE,Switzerland,151,114,37,0,6,2,8,209298156905.624,31743.652943362400,3.27759619773865,77.2265853658537,,21.0080673404375,
1988,CHL,Chile,23,22,1,0,1,0,1,26040229793.0697,2026.8385452930300,7.34511045469792,72.872,,8.85463343373571,
1988,CHN,China,427,233,194,6,16,30,52,312353631207.819,283.537695240524,11.222594982521,68.954,,8.43723679500477,
1988,CIV,Ivory Coast,29,12,17,0,0,0,0,10255170459.986,924.3265786646070,1.13648396352059,53.357,,5.0696042179096,23.433780670166
1988,CMR,Cameroon,21,17,4,0,0,0,0,12493286761.7341,1128.01902823514,-7.82363197506439,53.611,,6.892436574314700,
1988,COD,Democratic Republic of the Congo,21,18,3,0,0,0,0,8861299976.74158,273.127844647379,0.470381336748702,48.502,,5.67696703168696,
1988,COG,Republic of Congo,10,7,3,0,0,0,0,2212536313.33476,991.517372369613,1.76626342941918,55.119,,5.7309653656662,
1988,COL,Colombia,57,42,15,0,0,1,1,39212550050.4223,1232.22615383192,4.06417324517207,69.436,,6.74810219002437,
1988,CRI,Costa Rica,33,13,20,0,1,0,1,4614629898.40348,1558.50744762994,3.43214737990259,75.243,,7.3697798940595500,
1988,CUW,Curacao,4,3,1,0,1,0,1,,,,,,10.8440372588429,
1988,CYM,Cayman Islands,12,11,1,0,0,0,0,,,,,,,
1988,CYP,Cyprus,11,8,3,0,0,0,0,4278792597.23965,7645.62976711711,8.64677784552383,76.23100000000000,,15.1753226656406,
1988,CZE,Czech Republic,226,135,91,3,4,3,10,,,,71.6414634146342,,18.8358966774021,
1988,DEU,Germany,918,587,331,111,91,94,296,1401233225303.49,17931.2823228876,3.707235659495910,74.79248780487810,,21.1382207924248,
1988,DJI,Djibouti,6,6,0,0,0,1,1,395794538.630775,748.1952491985340,,56.271,,4.84229988399072,
1988,DNK,Denmark,130,90,40,3,1,3,7,115552846616.65300,22527.0467265631,-0.0136012052800965,74.77170731707320,,23.098311349923600,
1988,DOM,Dominican Republic,18,17,1,0,0,0,0,5374314928.42536,783.035059006897,2.15596333052406,65.822,,6.21670942708841,
1988,DZA,Algeria,45,42,3,0,0,0,0,59089067187.3943,2417.3766834056,-1.0000054903297,66.097,,6.398561035573670,
1988,ECU,Ecuador,15,11,4,0,0,0,0,13051886552.3377,1337.8894837854,5.8904672900016,67.943,,7.35087947271342,
1988,EGY,Egypt,59,58,1,0,0,0,0,34980124929.0176,655.06776872875,5.4613204983888700,63.662,,8.38265068508173,
1988,ESP,Spain,317,252,65,1,2,2,5,376160409941.437,9703.123838109500,5.0943242976693600,76.74707317073170,,19.300402073355,
1988,FIN,Finland,101,73,28,1,1,2,4,109058990760.483,22047.793322259500,5.217150322657260,74.57707317073170,,19.3143584586812,
1988,FJI,Fiji,41,26,15,0,0,0,0,1109976927.9172200,1535.3864522391100,0.955754871560657,65.365,,4.9815406284011100,
1988,FRA,France,413,291,122,12,4,13,29,1018847043277.17,17679.996995809,4.74314219356484,76.1,,20.482210140507400,
1988,FSM,Gambia,6,5,1,0,0,0,0,124700000.0,1355.65581344784,2.54890337877889,63.38,,6.79442508710801,
1988,GAB,Gabon,2,1,1,0,0,0,0,3834503378.3549700,4267.81934418992,12.845353248086700,60.633,,10.840243822728800,
1988,GBR,Iran,26,26,0,0,1,0,1,910122732123.7990,15987.168077568800,5.732413645899430,75.38048780487810,,23.742513423713600,
1988,GHA,Ghana,21,13,8,0,0,0,0,5197840979.13416,372.684113171393,5.6281687653363100,55.717,,5.3111280531464700,
1988,GIN,Guinea,7,7,0,0,0,0,0,2384295763.7252800,398.545983011959,6.308116697133390,48.399,,6.778055189176720,
1988,GMB,UK,472,292,180,22,17,15,54,266673126.22980100,305.312219478068,4.47682692387733,51.518,,4.427629191658310,
1988,GNQ,Equatorial Guinea,7,5,2,0,0,0,0,100534663.294927,254.543267043902,2.65526218183237,47.981,,8.0512034325475,
1988,GRC,Greece,72,53,19,0,0,1,1,76261277924.5736,7598.02800548468,4.2878614908,75.891243902439,,19.724160420487600,
1988,GRD,Grenada,7,4,3,0,0,0,0,236357523.703704,2408.86183962193,2.96679170165899,69.024,,12.818404380571500,
1988,GTM,Guatemala,37,29,8,0,0,0,0,7841602824.42748,915.3980653359620,3.89238706043784,61.214,,6.43127425603284,
1988,GUM,Guam,26,20,6,0,0,0,0,,,,71.45,,5.65417247365461,
1988,GUY,Guyana,8,7,1,0,0,0,0,413799990.0,551.2636433758440,-3.6935331007167300,63.04600000000000,,6.48617141927642,
1988,HKG,"Hong Kong SAR, China",91,67,24,0,0,0,0,59707404560.5944,10609.745639454500,8.511565183327410,77.08292682926830,,11.7893001842415,
1988,HND,Honduras,18,13,5,0,0,0,0,5902717091.54747,1262.06688089423,1.7460338064637,65.679,,6.55818061213534,
1988,HTI,Haiti,5,4,1,0,0,0,0,2613926800.0,386.7772341930710,0.200426837746164,53.628,,7.74886206657219,
1988,HUN,Hungary,315,235,80,20,9,15,44,,,,70.0234146341463,,19.583676722432600,
1988,IDN,Indonesia,43,33,10,0,3,0,3,84300174477.2018,481.781482255566,5.7804984881177,61.512,,6.303526471282800,
1988,IND,India,55,45,10,0,0,0,0,296588994812.05900,354.149251617083,9.627782919848190,56.963,,6.5377068516308,
1988,IRL,Ireland,78,65,13,0,0,0,0,37818133173.3653,10728.7036417733,5.21741440872275,74.3777073170732,,18.3148758575652,
1988,IRN,"Virgin Islands, US",46,41,5,0,1,0,1,123057861333.923,2318.46441310853,-5.39621113736005,60.51600000000000,,6.1361598370832,
1988,IRQ,Iraq,28,28,0,0,0,0,0,62503055644.9019,3762.451489015320,-0.0190370337824675,64.24600000000000,,7.84520377688524,
1988,ISL,Iceland,42,34,8,0,0,0,0,6115814943.971730,24488.7280530621,-0.0897260551564756,77.08292682926830,,16.296522917278,
1988,ISR,Israel,29,21,8,0,0,0,0,50274157858.5277,11317.910368871600,2.9100162064032300,74.4365853658537,,14.8535141848985,
1988,ITA,Italy,374,302,72,11,10,8,29,891608957155.6080,15744.661263542800,4.19437730753005,76.37073170731710,,20.6337140194338,
1988,JAM,Jamaica,49,30,19,0,7,0,7,3828310734.97795,1602.19850623353,3.9743020154030300,72.601,,12.3812686330247,
1988,JOR,Jordan,9,7,2,0,0,0,0,6277197435.2124,1927.5558535154,1.4621698230338500,69.311,,6.564987909070360,
1988,JPN,Japan,412,279,133,4,3,13,20,3071683013178.91,25051.8543154389,6.785020109413740,78.3992682926829,,15.9993054425081,
1988,KEN,Kenya,88,82,6,5,2,2,9,8355380879.12955,377.15550589119200,6.20318381988459,58.422,,5.32110485565355,
1988,KGZ,South Korea,551,352,199,28,37,12,77,,,13.200030056355700,65.8585853658537,,8.669098903442660,
1988,KOR,Laos,3,2,1,0,0,0,0,199590823957.237,4748.62960780671,11.9877155593824,70.5487804878049,,7.2778732539850400,
1988,KWT,Kuwait,34,34,0,0,0,0,0,20692472759.8566,10169.0058612751,,71.805,,2.16737067124052,
1988,LBN,Lebanon,31,28,3,0,0,0,0,3313540067.932460,1234.24253137995,,69.689,,9.06840491379034,
1988,LBR,Liberia,11,8,3,0,0,0,0,,,,46.399,,6.41361806246633,
1988,LBY,Libya,7,7,0,0,0,0,0,,,,67.775,,5.5630597246334,
1988,LIE,Liechtenstein,16,13,3,0,0,0,0,1161757671.01756,41301.0654846444,5.6337983088407,,,,
1988,LKA,Sri Lanka,9,5,4,0,0,0,0,6978371581.26375,413.45499693502400,2.4726850377301,69.209,,8.4771560649809,
1988,LSO,Lesotho,6,6,0,0,0,0,0,470389179.678909,288.406090314697,8.60191907869972,60.0,,8.43642613790305,
1988,LUX,Luxembourg,11,7,4,0,0,0,0,9750161272.62754,26108.3445511515,8.46328403957857,74.48034146341460,,19.101136564758,
1988,MAR,Morocco,29,25,4,1,0,2,3,25705296183.5037,1066.33025348391,11.8752359788077,63.535,,6.583378251689860,
1988,MCO,Monaco,9,8,1,0,0,0,0,2000674667.0826100,68448.2762695477,4.598601473720710,,,,
1988,MDV,Maldives,9,9,0,0,0,0,0,168610478.359909,803.729906141568,,59.823,,5.454753482518280,
1988,MEX,Mexico,144,115,29,0,0,2,2,181611549975.804,2247.98149701867,1.2832609974049200,70.062,,7.498902765530520,
1988,MLI,Mali,8,6,2,0,0,0,0,2169040741.55896,265.439013877581,7.38972104432425,44.838,,7.518673768631200,
1988,MLT,Malta,6,5,1,0,0,0,0,2019474244.19359,5814.36477130523,8.41423629573987,76.0626585365854,,15.3459750801929,
1988,MMR,Myanmar,3,0,3,0,0,0,0,,,-11.352439476817500,56.144,,6.836873174648450,
1988,MNG,Mongolia,32,25,7,0,0,1,1,3204461566.66667,1533.44430540369,5.107972311920310,59.655,,7.74046920563384,
1988,MOZ,Mozambique,12,8,4,0,0,0,0,,,8.199995179480500,44.541,,7.14595046692814,
1988,MRT,Mauritania,7,7,0,0,0,0,0,1414951854.05644,732.9712318720420,1.7203979763658,59.065,,5.87088716692337,
1988,MUS,Mauritius,11,9,2,0,0,0,0,2134517067.65295,2046.04799825634,6.79134674869171,68.86302439024390,,6.8619817583627,
1988,MWI,Malawi,22,22,0,0,0,0,0,1379924257.21313,159.77466566626,3.17729127834852,45.957,,5.93953166718838,
1988,MYS,Malaysia,17,9,8,0,0,0,0,35271880250.4964,2072.07829480022,9.937719676882310,70.358,,6.293128494405450,
1988,NER,Niger,6,6,0,0,0,0,0,2280356338.22867,302.096652143388,6.871150134380880,42.53,,4.49759365751688,
1988,NGA,Nigeria,86,71,15,0,0,0,0,49648470439.7963,549.237475484711,7.334025488425570,45.99,,5.56837571039637,
1988,NLD,Netherlands,202,117,85,3,6,36,45,261910508417.884,17744.5013844684,3.4412188612939600,76.890243902439,,18.026071479996400,
1988,NOR,Norway,79,50,29,2,20,0,22,101900260856.22200,24207.281468963,-0.255347257779377,76.22048780487810,,25.0688827790479,
1988,NPL,Nepal,20,17,3,0,0,0,0,3487009748.35638,193.499669428707,7.696808711489990,52.712,,6.462199473347980,
1988,NZL,New Zealand,112,92,20,4,4,16,24,45176811594.2029,13759.1556295922,-0.354502551486206,74.42439024390240,,16.5066271331375,
1988,OMN,Oman,13,13,0,0,0,0,0,8386215864.75943,4997.4172520034,5.96402764067663,65.975,,4.481823848064600,
1988,PAK,Pakistan,33,33,0,0,0,1,1,38472742808.3167,379.454516734982,7.62527877959074,59.493,,7.3176975491528,
1988,PAN,Panama,9,9,0,0,0,0,0,5902783400.0,2492.1495885036900,-13.3798437826649,72.506,,7.910995168775260,
